metric,value
counterfactual.baseline.avg_r,-1.5853471824450154
counterfactual.baseline.median_r,0.6424627547407556
counterfactual.baseline.profit_factor,0.7014318659575589
counterfactual.baseline.trade_count,55
counterfactual.baseline.win_rate,0.5636363636363636
counterfactual.best_policy_by_avg_r,time_exit_after_4_bars_if_mfe_lt_0_3r
counterfactual.best_policy_by_profit_factor,trail_0_5r_after_1_0r
counterfactual.breakeven_after_0_5r.avg_r,-0.18926065337580592
counterfactual.breakeven_after_0_5r.median_r,0.0
counterfactual.breakeven_after_0_5r.profit_factor,0.35071314674517734
counterfactual.breakeven_after_0_5r.trade_count,55
counterfactual.breakeven_after_0_5r.win_rate,0.01818181818181818
counterfactual.breakeven_after_1_0r.avg_r,0.12066188528954983
counterfactual.breakeven_after_1_0r.median_r,0.0
counterfactual.breakeven_after_1_0r.profit_factor,1.3362753597301906
counterfactual.breakeven_after_1_0r.trade_count,55
counterfactual.breakeven_after_1_0r.win_rate,0.12727272727272726
counterfactual.exit_at_first_0_5r.avg_r,0.17214631971038932
counterfactual.exit_at_first_0_5r.median_r,0.5
counterfactual.exit_at_first_0_5r.profit_factor,1.5905735832065226
counterfactual.exit_at_first_0_5r.trade_count,55
counterfactual.exit_at_first_0_5r.win_rate,0.9272727272727272
counterfactual.exit_at_first_1_0r.avg_r,0.532090397245771
counterfactual.exit_at_first_1_0r.median_r,1.0
counterfactual.exit_at_first_1_0r.profit_factor,2.4828948620637705
counterfactual.exit_at_first_1_0r.trade_count,55
counterfactual.exit_at_first_1_0r.win_rate,0.8909090909090909
counterfactual.partial_50pct_at_1r.avg_r,-0.5266283925996221
counterfactual.partial_50pct_at_1r.median_r,0.8212313773703779
counterfactual.partial_50pct_at_1r.profit_factor,0.8038806301974671
counterfactual.partial_50pct_at_1r.trade_count,55
counterfactual.partial_50pct_at_1r.win_rate,0.6181818181818182
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.avg_r,1.148590354689913
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.median_r,0.24016593045766632
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.profit_factor,1.4806095231576055
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.trade_count,55
counterfactual.time_exit_after_4_bars_if_mfe_lt_0_3r.win_rate,0.5272727272727272
counterfactual.trail_0_5r_after_1_0r.avg_r,0.7934782723972827
counterfactual.trail_0_5r_after_1_0r.median_r,0.8061078005458542
counterfactual.trail_0_5r_after_1_0r.profit_factor,3.2113626921060154
counterfactual.trail_0_5r_after_1_0r.trade_count,55
counterfactual.trail_0_5r_after_1_0r.win_rate,0.8909090909090909
